kmage;miles;priceRUB;priceUSD;vol;power;fuel
0;0;2996100;40763,3;2,0;180;Бензин
3579;2219;2170000;29523,8;1,4;150;Бензин
35200;21824;2290000;31156,5;2,0;180;Бензин
22000;13640;1900000;25850,3;1,4;150;Бензин
78681;48782;1380000;18775,5;2,0;170;Бензин
98200;60884;799000;10870,8;1,4;150;Бензин
276500;171430;700000;9523,8;1,4;150;Бензин
140334;87007;780000;10612,2;2,0;170;Бензин
34700;21514;1985000;27006,8;1,4;150;Бензин
1272;789;2050000;27891,2;1,4;150;Бензин
108726;67410;829000;11278,9;1,4;150;Бензин
24883;15427;1499000;20394,6;1,4;125;Бензин
131996;81838;1091000;14843,5;2,0;170;Бензин
80318;49797;1365000;18571,4;1,4;125;Бензин
61265;37984;2010390;27352,2;2,0;150;Дизель
0;0;1904884;25916,8;1,4;150;Бензин
123300;76446;945000;12857,1;2,0;140;Дизель
20303;12588;2168000;29496,6;2,0;180;Бензин
83166;51563;1429000;19442,2;1,4;125;Бензин
170322;105600;819000;11142,9;2,0;170;Бензин
53170;32965;2278000;30993,2;2,0;180;Бензин
15136;9384;1659000;22571,4;1,4;125;Бензин
62545;38778;1149000;15632,6;1,4;150;Бензин
112215;69573;909000;12367,4;2,0;170;Бензин
41509;25736;1899000;25836,7;1,4;150;Бензин
153036;94882;938000;12761,9;2,0;170;Бензин
75556;46845;1419000;19306,1;1,4;125;Бензин
43967;27260;1899000;25836,7;2,0;180;Бензин
21000;13020;1870000;25442,2;1,4;150;Бензин
19051;11812;2525000;34353,7;2,0;150;Дизель
50000;31000;995000;13537,4;1,4;150;Бензин
18420;11420;2295302;31228,6;2,0;180;Бензин
76500;47430;1290000;17551,0;2,0;170;Бензин
29000;17980;2025000;27551,0;1,4;150;Бензин
137298;85125;1144454;15570,8;2,0;170;Бензин
99900;61938;1684000;22911,6;1,4;150;Бензин
0;0;2105884;28651,5;1,4;150;Бензин
49804;30878;2147000;29210,9;2,0;180;Бензин
32752;20306;1370000;18639,5;1,4;150;Бензин
94476;58575;1915000;26054,4;2,0;180;Бензин
116538;72254;924000;12571,4;1,4;150;Бензин
116166;72023;1529000;20802,7;1,4;150;Бензин
0;0;1955284;26602,5;1,4;150;Бензин
150000;93000;1150000;15646,3;2,0;140;Дизель
101500;62930;1589000;21619,0;1,4;150;Бензин
87980;54548;989000;13455,8;1,4;150;Бензин
143332;88866;1149000;15632,6;2,0;170;Бензин
57290;35520;1470000;20000,0;1,4;125;Бензин
72354;44859;1249000;16993,2;1,4;150;Бензин
159444;98855;1174000;15972,8;2,0;140;Дизель
12000;7440;1950000;26530,6;1,4;150;Бензин
114000;70680;925000;12585,0;2,0;170;Бензин
165000;102300;780000;10612,2;2,0;170;Бензин
58922;36532;1709000;23251,7;1,4;125;Бензин
0;0;1777900;24189,1;1,4;150;Бензин
0;0;1758900;23930,6;1,4;150;Бензин
0;0;2452600;33368,7;2,0;180;Бензин
70748;43864;1875000;25510,2;1,4;150;Бензин
67000;41540;1848650;25151,7;2,0;180;Бензин
177167;109844;715500;9734,7;2,0;170;Бензин
55950;34689;986125;13416,7;1,4;150;Бензин
70000;43400;1399000;19034,0;2,0;170;Бензин
116989;72533;749000;10190,5;1,4;150;Бензин
0;0;1933300;26303,4;1,4;150;Бензин
162000;100440;960000;13061,2;2,0;140;Дизель
214144;132769;725000;9864,0;2,0;170;Бензин
0;0;2214900;30134,7;1,4;150;Бензин
0;0;1759900;23944,2;1,4;150;Бензин
66026;40936;1017000;13836,7;2,0;170;Бензин
0;0;2239900;30474,8;2,0;180;Бензин
107000;66340;999000;13591,8;2,0;140;Дизель
135000;83700;859000;11687,1;2,0;170;Бензин
0;0;2008900;27332,0;1,4;150;Бензин
166000;102920;1150000;15646,3;2,0;140;Дизель
81611;50599;1587000;21591,8;1,4;150;Бензин
0;0;1839100;25021,8;1,4;150;Бензин
43000;26660;1480000;20136,0;1,4;125;Бензин
0;0;1999900;27209,5;1,4;150;Бензин
106760;66191;1399000;19034,0;2,0;170;Бензин
26800;16616;2599000;35360,5;2,0;180;Бензин
33306;20650;1699000;23115,7;1,4;150;Бензин
79240;49129;1935000;26326,5;2,0;150;Дизель
115000;71300;1975000;26870,8;2,0;150;Дизель
180000;111600;900000;12244,9;2,0;200;Бензин
47800;29636;1980000;26938,8;2,0;180;Бензин
0;0;2008900;27332,0;1,4;150;Бензин
0;0;2464900;33536,1;2,0;180;Бензин
0;0;2669800;36323,8;2,0;180;Бензин
0;0;2913100;39634,0;2,0;180;Бензин
89000;55180;1749000;23795,9;1,4;150;Бензин
214262;132842;770000;10476,2;2,0;170;Бензин
130692;81029;795000;10816,3;1,4;122;Бензин
0;0;2971939;40434,5;2,0;220;Бензин
117405;72791;899000;12231,3;1,4;150;Бензин
0;0;1819900;24760,5;1,4;150;Бензин
50260;31161;1950000;26530,6;1,4;150;Бензин
28497;17668;2149000;29238,1;2,0;180;Бензин
0;0;2258900;30733,3;2,0;180;Бензин
0;0;2930100;39865,3;2,0;220;Бензин
0;0;2008900;27332,0;1,4;150;Бензин
99338;61590;1685000;22925,2;1,4;150;Бензин
0;0;2308900;31413,6;2,0;180;Бензин
0;0;1735300;23609,5;1,4;125;Бензин
0;0;1939900;26393,2;1,4;150;Бензин
0;0;2008900;27332,0;1,4;150;Бензин
0;0;2949100;40123,8;2,0;220;Бензин
0;0;2510000;34149,7;2,0;180;Бензин
0;0;2008900;27332,0;1,4;150;Бензин
134000;83080;758000;10312,9;2,0;170;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;1652900;22488,4;1,4;125;Бензин
0;0;2894100;39375,5;2,0;180;Бензин
0;0;2779100;37810,9;2,0;180;Бензин
0;0;2152400;29284,3;1,4;150;Бензин
0;0;1819900;24760,5;1,4;150;Бензин
119000;73780;997000;13564,6;1,4;150;Бензин
0;0;2557600;34797,3;2,0;180;Бензин
0;0;2133400;29025,8;1,4;150;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;2145400;29189,1;1,4;150;Бензин
180000;111600;755000;10272,1;2,0;170;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;3052700;41533,3;2,0;220;Бензин
0;0;1825900;24842,2;1,4;150;Бензин
0;0;2046400;27842,2;1,4;150;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;2527700;34390,5;2,0;180;Бензин
0;0;1842100;25062,6;1,4;150;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;2634300;35840,8;2,0;180;Бензин
0;0;2046400;27842,2;1,4;150;Бензин
0;0;2962500;40306,1;2,0;180;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;1825900;24842,2;1,4;150;Бензин
0;0;1822900;24801,4;1,4;150;Бензин
0;0;1806900;24583,7;1,4;150;Бензин
184000;114080;1090000;14829,9;2,0;170;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;2152400;29284,3;1,4;150;Бензин
0;0;1861100;25321,1;1,4;150;Бензин
0;0;2046400;27842,2;1,4;150;Бензин
0;0;2046400;27842,2;1,4;150;Бензин
88700;54994;1540000;20952,4;1,4;150;Бензин
75000;46500;2300000;31292,5;2,0;220;Бензин
160000;99200;1195000;16258,5;2,0;170;Бензин
35000;21700;2200000;29932,0;2,0;180;Бензин
159900;99138;839000;11415,0;2,0;170;Бензин
157000;97340;1100000;14966,0;1,4;150;Бензин
31450;19499;1825000;24829,9;1,4;150;Бензин
49996;30998;1971000;26816,3;2,0;180;Бензин
81463;50507;1829000;24884,3;1,4;150;Бензин
121;75;2030000;27619,0;1,4;150;Бензин
142843;88563;1347000;18326,5;2,0;140;Дизель
75770;46977;1100000;14966,0;2,0;170;Бензин
57000;35340;2170000;29523,8;2,0;150;Дизель
32798;20335;1878000;25551,0;1,4;150;Бензин
50500;31310;1899000;25836,7;1,4;150;Бензин
38000;23560;1949000;26517,0;2,0;180;Бензин
7697;4772;2048000;27864,0;1,4;150;Бензин
66700;41354;1784000;24272,1;2,0;150;Дизель
200025;124016;729000;9918,4;2,0;170;Бензин
72359;44863;1499900;20406,8;2,0;210;Бензин
71800;44516;1459900;19862,6;1,4;150;Бензин
30000;18600;2250000;30612,2;2,0;180;Бензин
266098;164981;829000;11278,9;2,0;140;Дизель
170;105;2120000;28843,5;1,4;150;Бензин
82000;50840;1398000;19020,4;1,4;125;Бензин
92872;57581;1099900;14964,6;2,0;170;Бензин
66992;41535;1390000;18911,6;1,4;125;Бензин
134307;83270;1745000;23741,5;2,0;150;Дизель
137256;85099;1270000;17278,9;1,4;150;Бензин
0;0;1847900;25141,5;1,4;150;Бензин
0;0;2120900;28855,8;1,4;150;Бензин
33033;20480;2100000;28571,4;2,0;180;Бензин
163600;101432;880000;11972,8;2,0;170;Бензин
49405;30631;1289000;17537,4;2,0;140;Дизель
178440;110633;749000;10190,5;2,0;140;Дизель
134000;83080;787000;10707,5;1,4;150;Бензин
158000;97960;677000;9210,9;1,4;122;Бензин
133000;82460;857000;11659,9;1,4;122;Бензин
86000;53320;797000;10843,5;1,4;122;Бензин
161000;99820;570000;7755,1;1,4;150;Бензин
80406;49852;1170000;15918,4;1,4;150;Бензин
111348;69036;1230000;16734,7;1,4;150;Бензин
141143;87509;1029000;14000,0;2,0;170;Бензин
75598;46871;1719000;23387,8;1,4;150;Бензин
16000;9920;1900000;25850,3;1,4;150;Бензин
18000;11160;1950000;26530,6;1,4;150;Бензин
12258;7600;1700000;23129,2;1,4;125;Бензин
104400;64728;1949000;26517,0;2,0;180;Бензин
78000;48360;2500000;34013,6;2,0;220;Бензин
28000;17360;2350000;31972,8;2,0;180;Бензин
91000;56420;1010000;13741,5;2,0;170;Бензин
52000;32240;980000;13333,3;1,4;122;Бензин
80159;49699;1320000;17959,2;2,0;170;Бензин
77103;47804;1235000;16802,7;1,4;150;Бензин
0;0;1939900;26393,2;1,4;150;Бензин
0;0;1733900;23590,5;1,4;150;Бензин
0;0;1844300;25092,5;1,4;150;Бензин
0;0;1778900;24202,7;1,4;150;Бензин
98000;60760;1000000;13605,4;1,4;150;Бензин
0;0;2044900;27821,8;1,4;150;Бензин
34490;21384;2349000;31959,2;2,0;180;Бензин
85982;53309;919000;12503,4;1,4;150;Бензин
0;0;1798900;24474,8;1,4;150;Бензин
0;0;2089900;28434,0;1,4;150;Бензин
92203;57166;881000;11986,4;1,4;122;Бензин
20568;12752;2449000;33319,7;2,0;150;Дизель
160000;99200;897650;12212,9;2,0;170;Бензин
83000;51460;1359000;18489,8;2,0;140;Дизель
113009;70066;869000;11823,1;2,0;170;Бензин
150274;93170;955000;12993,2;2,0;140;Дизель
104063;64519;1405000;19115,7;1,4;125;Бензин
48121;29835;1799000;24476,2;1,4;150;Бензин
84000;52080;1217000;16557,8;1,4;150;Бензин
163300;101246;850000;11564,6;2,0;200;Бензин
38000;23560;2300000;31292,5;2,0;180;Бензин
0;0;2219400;30195,9;1,4;150;Бензин
109000;67580;789000;10734,7;2,0;170;Бензин
0;0;3049500;41489,8;2,0;220;Бензин
179109;111048;1170000;15918,4;2,0;140;Дизель
121000;75020;800000;10884,4;1,4;150;Бензин
25202;15625;1965000;26734,7;1,4;150;Бензин
94122;58356;1109000;15088,4;1,4;122;Бензин
0;0;3009700;40948,3;2,0;220;Бензин
0;0;2992200;40710,2;2,0;220;Бензин
0;0;2673100;36368,7;2,0;180;Бензин
0;0;2798100;38069,4;2,0;180;Бензин
0;0;2674100;36382,3;2,0;180;Бензин
0;0;2102400;28604,1;1,4;150;Бензин
62178;38550;967120;13158,1;1,4;150;Бензин
0;0;2674100;36382,3;2,0;180;Бензин
0;0;2402400;32685,7;2,0;180;Бензин
0;0;2953700;40186,4;2,0;220;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
0;0;2140700;29125,2;1,4;150;Бензин
0;0;1788900;24338,8;1,4;150;Бензин
110730;68653;899000;12231,3;1,4;122;Бензин
0;0;2962500;40306,1;2,0;180;Бензин
128000;79360;1780000;24217,7;2,0;180;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
0;0;1788900;24338,8;1,4;150;Бензин
0;0;2862400;38944,2;2,0;180;Бензин
0;0;2779100;37810,9;2,0;180;Бензин
0;0;2208900;30053,1;2,0;180;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
0;0;3051200;41512,9;2,0;220;Бензин
0;0;2902100;39484,3;2,0;180;Бензин
0;0;2779100;37810,9;2,0;180;Бензин
0;0;2083400;28345,6;1,4;150;Бензин
0;0;2516900;34243,5;2,0;180;Бензин
129000;79980;975000;13265,3;2,0;170;Бензин
85000;52700;1099000;14952,4;2,0;140;Дизель
55365;34326;1154000;15700,7;1,4;122;Бензин
20000;12400;2280000;31020,4;2,0;180;Бензин
46000;28520;1800000;24489,8;1,5;150;Бензин
42291;26220;1700000;23129,2;1,4;150;Бензин
55000;34100;1770000;24081,6;1,4;150;Бензин
86000;53320;1189900;16189,1;1,4;150;Бензин
64877;40224;2210000;30068,0;2,0;180;Бензин
65107;40366;2070000;28163,3;2,0;180;Бензин
131000;81220;708000;9632,6;1,4;122;Бензин
106065;65760;1015000;13809,5;2,0;170;Бензин
170000;105400;610000;8299,3;1,4;150;Бензин
28000;17360;2280000;31020,4;2,0;180;Бензин
256800;159216;777000;10571,4;2,0;140;Дизель
32319;20038;2029000;27605,4;2,0;180;Бензин
37000;22940;2500000;34013,6;2,0;220;Бензин
142662;88450;795000;10816,3;2,0;200;Бензин
163000;101060;725000;9864,0;2,0;140;Дизель
56000;34720;1670000;22721,1;1,4;150;Бензин
168336;104368;655000;8911,6;1,4;150;Бензин
153270;95027;875000;11904,8;1,4;122;Бензин
45685;28325;1270000;17278,9;1,4;150;Бензин
142467;88330;2012000;27374,2;2,0;180;Бензин
232111;143909;985000;13401,4;2,0;140;Дизель
207805;128839;615000;8367,4;2,0;170;Бензин
101716;63064;1235000;16802,7;1,4;150;Бензин
123474;76554;1009000;13727,9;2,0;170;Бензин
162627;100829;1559000;21210,9;1,4;150;Бензин
182094;112898;505000;6870,8;1,4;150;Бензин
134353;83299;915000;12449,0;2,0;170;Бензин
128838;79880;1180000;16054,4;2,0;180;Бензин
195899;121457;770000;10476,2;1,4;150;Бензин
81933;50798;1285000;17483,0;2,0;170;Бензин
110000;68200;1375000;18707,5;2,0;180;Бензин
0;0;2620800;35657,1;2,0;180;Бензин
0;0;2320800;31575,5;1,4;150;Бензин
80000;49600;860000;11700,7;2,0;170;Бензин
0;0;1672900;22760,5;1,4;125;Бензин
0;0;2152400;29284,3;1,4;150;Бензин
22000;13640;1695000;23061,2;1,4;150;Бензин
70100;43462;1540000;20952,4;1,4;125;Бензин
164000;101680;869900;11835,4;2,0;170;Бензин
140000;86800;1150000;15646,3;2,0;200;Бензин
184773;114559;1950000;26530,6;2,0;180;Бензин
97000;60140;1920000;26122,5;2,0;220;Бензин
149000;92380;949900;12923,8;2,0;170;Бензин
0;0;2174800;29589,1;1,4;150;Бензин
140000;86800;735000;10000,0;2,0;170;Бензин
0;0;2824670;38430,9;2,0;180;Бензин
115000;71300;998000;13578,2;2,0;140;Дизель
0;0;2148900;29236,7;1,4;150;Бензин
0;0;3069491;41761,8;2,0;220;Бензин
74000;45880;1675000;22789,1;1,4;150;Бензин
0;0;2406600;32742,9;1,4;150;Бензин
0;0;1964100;26722,5;1,4;150;Бензин
0;0;3049700;41492,5;2,0;220;Бензин
0;0;2117900;28815,0;1,4;150;Бензин
0;0;2819100;38355,1;2,0;180;Бензин
0;0;1656542;22538,0;1,4;125;Бензин
0;0;2046357;27841,6;1,4;150;Бензин
0;0;2555100;34763,3;2,0;180;Бензин
0;0;2900000;39455,8;2,0;220;Бензин
33844;20983;2118000;28816,3;2,0;180;Бензин
96500;59830;2100000;28571,4;2,0;180;Бензин
46200;28644;1350000;18367,3;2,0;140;Дизель
167704;103976;1177000;16013,6;2,0;170;Бензин
30000;18600;2030000;27619,0;1,4;150;Бензин
97400;60388;950000;12925,2;1,4;150;Бензин
225000;139500;1040000;14149,7;2,0;140;Дизель
102660;63649;1198000;16299,3;1,4;150;Бензин
0;0;2208900;30053,1;2,0;180;Бензин
60000;37200;1100000;14966,0;1,4;122;Бензин
73155;45356;2157000;29346,9;2,0;180;Бензин
103095;63919;1750000;23809,5;1,4;150;Бензин
89000;55180;1340000;18231,3;2,0;170;Бензин
115000;71300;1250000;17006,8;2,0;140;Дизель
53000;32860;1279000;17401,4;1,4;150;Бензин
69800;43276;1156000;15727,9;1,4;150;Бензин
42000;26040;1864000;25360,5;1,4;150;Бензин
170000;105400;900000;12244,9;2,0;170;Бензин
82664;51252;1769000;24068,0;1,4;125;Бензин
15301;9487;2295000;31224,5;2,0;180;Бензин
57976;35945;1489000;20258,5;1,4;125;Бензин
0;0;2500400;34019,1;2,0;180;Бензин
170000;105400;919000;12503,4;2,0;140;Дизель
0;0;1732900;23576,9;1,4;125;Бензин
91000;56420;949000;12911,6;1,4;150;Бензин
0;0;2444800;33262,6;2,0;180;Бензин
180000;111600;650000;8843,5;1,4;150;Бензин
0;0;2604900;35440,8;2,0;180;Бензин
56900;35278;969000;13183,7;2,0;170;Бензин
0;0;1908900;25971,4;1,4;150;Бензин
78000;48360;1279000;17401,4;1,4;150;Бензин
47624;29527;1790000;24353,7;1,4;150;Бензин
120000;74400;1999000;27197,3;2,0;150;Дизель
114000;70680;860000;11700,7;2,0;170;Бензин
113000;70060;1049000;14272,1;1,4;122;Бензин
0;0;2519400;34277,6;2,0;180;Бензин
0;0;2288900;31141,5;2,0;180;Бензин
0;0;2853800;38827,2;2,0;220;Бензин
81500;50530;1269000;17265,3;2,0;170;Бензин
63700;39494;1148000;15619,0;1,4;150;Бензин
78888;48911;1148000;15619,0;2,0;170;Бензин
110000;68200;850000;11564,6;2,0;200;Бензин
0;0;1858100;25280,3;1,4;150;Бензин
194000;120280;890000;12108,8;2,0;170;Бензин
99095;61439;1175000;15986,4;2,0;170;Бензин
0;0;1819300;24752,4;1,4;150;Бензин
0;0;2525500;34360,5;2,0;180;Бензин
34000;21080;1785000;24285,7;1,4;150;Бензин
0;0;2755600;37491,2;2,0;180;Бензин
24000;14880;2425000;32993,2;2,0;180;Бензин
75528;46827;1379000;18761,9;2,0;170;Бензин
0;0;2557600;34797,3;2,0;180;Бензин
42000;26040;1469000;19986,4;1,4;125;Бензин
24000;14880;2490000;33877,6;2,0;220;Бензин
0;0;2525500;34360,5;2,0;180;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
0;0;1898900;25835,4;1,4;150;Бензин
71500;44330;1958900;26651,7;2,0;180;Бензин
0;0;2167900;29495,2;1,4;150;Бензин
0;0;2025900;27563,3;1,4;150;Бензин
0;0;2258900;30733,3;2,0;180;Бензин
0;0;2075900;28243,5;1,4;150;Бензин
48770;30237;1599000;21755,1;2,0;200;Бензин
0;0;2275900;30964,6;2,0;180;Бензин
0;0;2765300;37623,1;2,0;180;Бензин
36000;22320;2200000;29932,0;2,0;180;Бензин
0;0;2358900;32093,9;2,0;180;Бензин
0;0;2152300;29283,0;1,4;150;Бензин
0;0;2008800;27330,6;1,4;150;Бензин
35000;21700;1549000;21074,8;1,4;125;Бензин
0;0;1534906;20883,1;1,4;125;Бензин
168792;104651;679000;9238,1;1,4;122;Бензин
48000;29760;2100000;28571,4;2,0;220;Бензин
117700;72974;1030000;14013,6;2,0;170;Бензин
26000;16120;2020000;27483,0;1,4;150;Бензин
11568;7172;1889000;25700,7;1,4;150;Бензин
61040;37845;2069000;28149,7;2,0;180;Бензин
71073;44065;1549000;21074,8;1,4;150;Бензин
9450;5859;2500000;34013,6;2,0;180;Бензин
42133;26122;2046800;27847,6;2,0;150;Дизель
46557;28865;1980000;26938,8;1,4;150;Бензин
10500;6510;2450000;33333,3;2,0;180;Бензин
60000;37200;1900000;25850,3;1,4;150;Бензин
45850;28427;1278000;17387,8;1,4;150;Бензин
63000;39060;2100000;28571,4;2,0;220;Бензин
104000;64480;650000;8843,5;1,4;150;Бензин
76000;47120;1100000;14966,0;2,0;170;Бензин
136000;84320;500000;6802,7;1,4;150;Бензин
104000;64480;825000;11224,5;1,4;150;Бензин
35000;21700;1919900;26121,1;1,4;150;Бензин
32242;19990;2299000;31278,9;2,0;180;Бензин
0;0;2635400;35855,8;2,0;180;Бензин
140000;86800;630000;8571,4;1,4;150;Бензин
0;0;1878900;25563,3;1,4;150;Бензин
0;0;2389900;32515,7;2,0;180;Бензин
169000;104780;899000;12231,3;2,0;170;Бензин
79000;48980;1489000;20258,5;2,0;180;Бензин
184000;114080;655000;8911,6;1,4;122;Бензин
112000;69440;800000;10884,4;1,4;150;Бензин
7200;4464;2050000;27891,2;1,4;150;Бензин
0;0;2819000;38353,7;2,0;180;Бензин
0;0;1859900;25304,8;1,4;150;Бензин
125500;77810;680000;9251,7;2,0;170;Бензин
13760;8531;2145000;29183,7;1,4;150;Бензин
0;0;1682900;22896,6;1,4;125;Бензин
0;0;1734300;23595,9;1,4;150;Бензин
0;0;1775300;24153,7;1,4;150;Бензин
7;4;1799000;24476,2;1,4;150;Бензин
220000;136400;544999;7414,9;1,4;150;Бензин
5;3;1846000;25115,7;1,4;150;Бензин
36000;22320;2200000;29932,0;2,0;150;Дизель
130617;80983;1160000;15782,3;2,0;170;Бензин
79000;48980;1299000;17673,5;1,4;150;Бензин
73319;45458;1525000;20748,3;1,4;150;Бензин
42044;26067;1796000;24435,4;1,4;150;Бензин
0;0;1938900;26379,6;1,4;150;Бензин
0;0;1822900;24801,4;1,4;150;Бензин
106500;66030;1150000;15646,3;2,0;170;Бензин
73509;45576;1175000;15986,4;2,0;170;Бензин
74363;46105;2100000;28571,4;2,0;150;Дизель
45815;28405;2219000;30190,5;2,0;150;Дизель
160000;99200;890000;12108,8;2,0;200;Бензин
52810;32742;1170000;15918,4;1,4;150;Бензин
0;0;1712900;23304,8;1,4;125;Бензин
0;0;1843900;25087,1;1,4;125;Бензин
0;0;1938900;26379,6;1,4;150;Бензин
54069;33523;1600000;21768,7;1,4;125;Бензин
155555;96444;1200000;16326,5;2,0;180;Бензин
85000;52700;2199000;29918,4;2,0;220;Бензин
105000;65100;1250000;17006,8;2,0;170;Бензин
118000;73160;1700000;23129,2;2,0;180;Бензин
196000;121520;1680000;22857,1;2,0;150;Дизель
150000;93000;750000;10204,1;2,0;170;Бензин
96000;59520;830000;11292,5;1,4;150;Бензин
112000;69440;1050000;14285,7;1,4;150;Бензин
75000;46500;1950000;26530,6;2,0;150;Дизель
115000;71300;1330000;18095,2;2,0;170;Бензин
61340;38031;1029000;14000,0;2,0;170;Бензин
75000;46500;1330000;18095,2;2,0;180;Бензин
161500;100130;650000;8843,5;1,4;150;Бензин
102000;63240;1800000;24489,8;2,0;180;Бензин
0;0;2343400;31883,0;2,0;180;Бензин
30000;18600;2379000;32367,3;2,0;220;Бензин
149000;92380;620000;8435,4;1,4;150;Бензин
151515;93939;999000;13591,8;2,0;200;Бензин
11868;7358;2070000;28163,3;1,4;150;Бензин
126000;78120;970000;13197,3;2,0;170;Бензин
45178;28010;1095000;14898,0;1,4;150;Бензин
95266;59065;1819000;24748,3;2,0;150;Дизель
0;0;1938900;26379,6;1,4;150;Бензин
51432;31888;949000;12911,6;1,4;150;Бензин
68100;42222;1155000;15714,3;2,0;170;Бензин
294045;182308;680000;9251,7;1,4;122;Бензин
73000;45260;1070000;14557,8;1,4;150;Бензин
174000;107880;950000;12925,2;2,0;170;Бензин
165000;102300;761000;10353,7;1,4;122;Бензин
202000;125240;600000;8163,3;1,4;150;Бензин
95294;59082;1330000;18095,2;2,0;140;Дизель
0;0;2344900;31903,4;2,0;180;Бензин
0;0;2288900;31141,5;2,0;180;Бензин
0;0;2472400;33638,1;2,0;180;Бензин
0;0;2325900;31644,9;2,0;180;Бензин
77000;47740;1480000;20136,0;2,0;180;Бензин
138000;85560;1150000;15646,3;2,0;140;Дизель
81000;50220;1450000;19727,9;2,0;170;Бензин
70500;43710;1249000;16993,2;2,0;200;Бензин
31500;19530;1849999;25170,0;1,4;150;Бензин
29800;18476;2600000;35374,2;2,0;150;Дизель
0;0;2515750;34227,9;2,0;180;Бензин
131500;81530;1050000;14285,7;2,0;170;Бензин
166000;102920;685000;9319,7;2,0;170;Бензин
202470;125531;890000;12108,8;2,0;170;Бензин
52666;32653;1859000;25292,5;2,0;180;Бензин
147869;91679;1219000;16585,0;2,0;180;Бензин
112500;69750;680000;9251,7;1,4;122;Бензин
0;0;2133800;29031,3;1,4;150;Бензин
151800;94116;670000;9115,6;1,4;150;Бензин
131790;81710;1060000;14421,8;2,0;200;Бензин
89800;55676;950000;12925,2;1,4;122;Бензин
114160;70779;999000;13591,8;2,0;170;Бензин
203000;125860;780000;10612,2;1,4;150;Бензин
27572;17095;1975000;26870,8;1,4;150;Бензин
25050;15531;1790000;24353,7;1,4;150;Бензин
112181;69552;685000;9319,7;2,0;170;Бензин
210000;130200;683000;9292,5;1,4;122;Бензин
176323;109320;999000;13591,8;2,0;170;Бензин
29000;17980;1850000;25170,1;1,4;150;Бензин
146000;90520;1250000;17006,8;2,0;170;Бензин
189637;117575;839000;11415,0;2,0;170;Бензин
37500;23250;1750000;23809,5;1,4;125;Бензин
60000;37200;1900000;25850,3;1,4;150;Бензин
170000;105400;1049999;14285,7;2,0;170;Бензин
124065;76920;950100;12926,5;1,4;122;Бензин
34900;21638;1890000;25714,3;2,0;180;Бензин
0;0;1812900;24665,3;1,4;125;Бензин
136000;84320;1050000;14285,7;2,0;170;Бензин
95287;59078;835000;11360,5;1,4;122;Бензин
85000;52700;2290000;31156,5;2,0;220;Бензин
149300;92566;990000;13469,4;2,0;140;Дизель
6900;4278;1999999;27210,9;1,4;150;Бензин
240000;148800;799000;10870,8;2,0;170;Бензин
13649;8462;1597000;21727,9;1,4;150;Бензин
185285;114877;800000;10884,4;1,4;150;Бензин
99500;61690;1185000;16122,5;2,0;170;Бензин
103385;64099;890000;12108,8;2,0;140;Дизель
45250;28055;1340000;18231,3;2,0;200;Бензин
85626;53088;1025000;13945,6;2,0;170;Бензин
140000;86800;685000;9319,7;2,0;170;Бензин
0;0;2170756;29534,1;1,4;150;Бензин
0;0;1925900;26202,7;1,4;150;Бензин
105000;65100;1850000;25170,1;1,4;150;Бензин
40000;24800;2699000;36721,1;2,0;220;Бензин
24995;15497;2590000;35238,1;2,0;220;Бензин
71293;44202;1119000;15224,5;1,4;122;Бензин
48650;30163;1489000;20258,5;2,0;180;Бензин
50000;31000;999000;13591,8;1,4;122;Бензин
88176;54669;1105000;15034,0;2,0;170;Бензин
127712;79181;845000;11496,6;2,0;170;Бензин
109252;67736;2049000;27877,5;2,0;180;Бензин
169218;104915;699000;9510,2;1,4;122;Бензин
79459;49265;2544000;34612,2;2,0;220;Бензин
11704;7256;2100000;28571,4;2,0;180;Бензин
25000;15500;1750000;23809,5;1,4;150;Бензин
269412;167035;909400;12372,8;2,0;140;Дизель
94260;58441;1537770;20922,0;1,4;150;Бензин
0;0;1974800;26868,0;1,4;150;Бензин
106376;65953;1490000;20272,1;1,4;150;Бензин
91000;56420;1100000;14966,0;2,0;200;Бензин
82600;51212;984600;13395,9;2,0;170;Бензин
0;0;2660400;36195,9;2,0;180;Бензин
0;0;2696666;36689,3;2,0;180;Бензин
0;0;1844300;25092,5;1,4;150;Бензин
25000;15500;2034000;27673,5;2,0;180;Бензин
110000;68200;1090000;14829,9;2,0;170;Бензин
167654;103945;775000;10544,2;1,4;150;Бензин
0;0;2163900;29440,8;1,4;150;Бензин
16500;10230;2324000;31619,0;2,0;180;Бензин
0;0;2057900;27998,6;1,4;150;Бензин
190000;117800;750000;10204,1;2,0;170;Бензин
260000;161200;750000;10204,1;2,0;140;Дизель
