kmage;miles;priceRUB;priceUSD;vol;power;fuel
0;0;2107900;28678,9;1,4;150;Бензин
0;0;2011900;27372,8;1,4;150;Бензин
0;0;2057900;27998,6;1,4;150;Бензин
92000;57040;940000;12789,1;2,0;170;Бензин
0;0;1907100;25946,9;1,4;150;Бензин
0;0;1907100;25946,9;1,4;150;Бензин
154000;95480;940000;12789,1;2,0;170;Бензин
116000;71920;1021000;13891,2;1,4;150;Бензин
126000;78120;743000;10108,8;2,0;170;Бензин
0;0;2213900;30121,1;1,4;150;Бензин
165000;102300;575000;7823,1;1,4;150;Бензин
0;0;1922900;26161,9;1,4;150;Бензин
51719;32066;989000;13455,8;1,4;150;Бензин
0;0;2807700;38200,0;2,0;180;Бензин
0;0;2513900;34202,7;2,0;180;Бензин
0;0;2213900;30121,1;1,4;150;Бензин
0;0;2213900;30121,1;1,4;150;Бензин
0;0;2529800;34419,1;2,0;180;Бензин
205536;127432;925000;12585,0;2,0;140;Дизель
0;0;2407900;32760,5;2,0;180;Бензин
0;0;1848000;25142,9;1,4;150;Бензин
122000;75640;1100000;14966,0;2,0;170;Бензин
0;0;2607300;35473,5;2,0;180;Бензин
57000;35340;2034000;27673,5;2,0;150;Дизель
112000;69440;1489000;20258,5;1,4;150;Бензин
79573;49335;1800000;24489,8;2,0;180;Бензин
52072;32285;1829000;24884,3;1,4;150;Бензин
124000;76880;1800000;24489,8;2,0;150;Дизель
0;0;1907100;25946,9;1,4;150;Бензин
0;0;2513900;34202,7;2,0;180;Бензин
43000;26660;1021000;13891,2;1,4;122;Бензин
0;0;1742900;23712,9;1,4;125;Бензин
0;0;1871900;25468,0;1,4;150;Бензин
0;0;2442400;33229,9;2,0;180;Бензин
10100;6262;2250000;30612,2;1,4;150;Бензин
216000;133920;950000;12925,2;2,0;170;Бензин
129000;79980;777777;10582,0;2,0;170;Бензин
76601;47493;2000000;27210,9;2,0;180;Бензин
0;0;1922900;26161,9;1,4;150;Бензин
0;0;3107900;42284,3;2,0;220;Бензин
79000;48980;1999999;27210,9;2,0;180;Бензин
0;0;2745600;37355,1;2,0;180;Бензин
0;0;2958900;40257,1;2,0;180;Бензин
194000;120280;915000;12449,0;2,0;170;Бензин
126000;78120;860000;11700,7;1,4;150;Бензин
0;0;2651200;36070,8;2,0;180;Бензин
0;0;1919900;26121,1;1,4;150;Бензин
0;0;2339900;31835,4;2,0;180;Бензин
0;0;2790100;37960,5;2,0;180;Бензин
0;0;1958100;26640,8;1,4;150;Бензин
35654;22105;1765000;24013,6;1,4;150;Бензин
0;0;2358900;32093,9;2,0;180;Бензин
110000;68200;1100000;14966,0;2,0;170;Бензин
0;0;2804400;38155,1;2,0;180;Бензин
0;0;2977900;40515,7;2,0;180;Бензин
49251;30536;1850000;25170,1;2,0;180;Бензин
0;0;1939100;26382,3;1,4;150;Бензин
0;0;1938900;26379,6;1,4;150;Бензин
51755;32088;1790000;24353,7;1,4;150;Бензин
0;0;2599400;35366,0;2,0;180;Бензин
62288;38619;1970000;26802,7;2,0;220;Бензин
70761;43872;1037000;14108,8;1,4;150;Бензин
23001;14261;1700000;23129,2;1,4;150;Бензин
43001;26661;1930000;26258,5;1,4;150;Бензин
0;0;2599400;35366,0;2,0;180;Бензин
0;0;1812900;24665,3;1,4;125;Бензин
14436;8950;2400000;32653,1;2,0;180;Бензин
58379;36195;1840000;25034,0;2,0;180;Бензин
0;0;2213900;30121,1;1,4;150;Бензин
0;0;2599400;35366,0;2,0;180;Бензин
96500;59830;800000;10884,4;1,4;122;Бензин
153220;94996;949000;12911,6;2,0;170;Бензин
0;0;1958100;26640,8;1,4;150;Бензин
83000;51460;1320000;17959,2;2,0;170;Бензин
0;0;2658200;36166,0;2,0;180;Бензин
132000;81840;785000;10680,3;1,4;150;Бензин
113775;70540;975000;13265,3;2,0;170;Бензин
60625;37588;2195000;29864,0;2,0;180;Бензин
0;0;2701200;36751,0;2,0;180;Бензин
109058;67616;1839000;25020,4;2,0;150;Дизель
103831;64375;1579000;21483,0;1,4;150;Бензин
0;0;2136400;29066,7;1,4;150;Бензин
0;0;1968100;26776,9;1,4;150;Бензин
0;0;2599400;35366,0;2,0;180;Бензин
0;0;1958100;26640,8;1,4;150;Бензин
62000;38440;2100000;28571,4;2,0;180;Бензин
175000;108500;580000;7891,2;1,4;150;Бензин
0;0;2642400;35951,0;2,0;180;Бензин
0;0;3189500;43394,6;2,0;220;Бензин
0;0;3088900;42025,8;2,0;220;Бензин
0;0;2124800;28908,8;1,4;150;Бензин
71039;44044;1630000;22176,9;1,4;150;Бензин
82000;50840;980000;13333,3;2,0;170;Бензин
51614;32001;1415000;19251,7;1,4;125;Бензин
0;0;1779300;24208,2;1,4;125;Бензин
17000;10540;2200000;29932,0;2,0;180;Бензин
23723;14708;2849000;38761,9;2,0;220;Бензин
78003;48362;2059000;28013,6;2,0;150;Дизель
181800;112716;699000;9510,2;2,0;170;Бензин
58324;36161;1049990;14285,6;2,0;170;Бензин
20000;12400;2100000;28571,4;1,4;150;Бензин
160000;99200;1100000;14966,0;1,4;122;Бензин
144000;89280;795000;10816,3;1,4;122;Бензин
105000;65100;865000;11768,7;1,4;150;Бензин
115000;71300;775000;10544,2;1,4;150;Бензин
50000;31000;2150000;29251,7;2,0;220;Бензин
138865;86096;745000;10136,0;2,0;170;Бензин
0;0;2645600;35994,6;2,0;180;Бензин
159018;98591;929000;12639,5;2,0;140;Дизель
61300;38006;1549000;21074,8;1,4;125;Бензин
34866;21617;2375000;32312,9;2,0;150;Дизель
91430;56687;1680000;22857,1;1,4;150;Бензин
156472;97013;1088000;14802,7;2,0;200;Бензин
0;0;2139800;29112,9;1,4;150;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
0;0;2556500;34782,3;2,0;180;Бензин
54834;33997;2735000;37210,9;2,0;220;Бензин
153593;95228;680000;9251,7;1,4;150;Бензин
69000;42780;1550000;21088,4;1,4;150;Бензин
102000;63240;1300000;17687,1;2,0;170;Бензин
110000;68200;1550000;21088,4;1,4;125;Бензин
26783;16605;1675000;22789,1;1,4;150;Бензин
112000;69440;1620000;22040,8;1,4;150;Бензин
150000;93000;825000;11224,5;2,0;170;Бензин
132449;82118;1625000;22108,8;1,4;150;Бензин
120847;74925;1070000;14557,8;2,0;140;Дизель
59806;37080;2418000;32898,0;2,0;180;Бензин
61400;38068;1100000;14966,0;1,4;150;Бензин
152324;94441;1199000;16312,9;2,0;170;Бензин
68628;42549;1647000;22408,2;1,4;150;Бензин
28858;17892;2455000;33401,4;2,0;150;Дизель
43488;26963;1994000;27129,2;2,0;180;Бензин
60000;37200;2450000;33333,3;2,0;150;Дизель
182500;113150;1100000;14966,0;2,0;170;Бензин
0;0;2860200;38914,3;2,0;180;Бензин
16100;9982;2599000;35360,5;2,0;150;Дизель
0;0;2245900;30556,5;1,4;150;Бензин
122000;75640;1280000;17415,0;2,0;170;Бензин
62000;38440;1200000;16326,5;2,0;170;Бензин
71000;44020;1730000;23537,4;1,4;150;Бензин
29000;17980;1820000;24761,9;1,4;150;Бензин
0;0;2079800;28296,6;1,4;150;Бензин
92300;57226;879000;11959,2;1,4;150;Бензин
25000;15500;1300000;17687,1;1,4;122;Бензин
36123;22396;2190000;29795,9;2,0;150;Дизель
111003;68822;1597000;21727,9;1,4;150;Бензин
130000;80600;790000;10748,3;2,0;170;Бензин
0;0;2747100;37375,5;2,0;180;Бензин
54719;33926;1445000;19659,9;2,0;170;Бензин
143675;89078;1599000;21755,1;1,4;150;Бензин
265000;164300;700000;9523,8;2,0;140;Дизель
0;0;3049000;41483,0;2,0;220;Бензин
96171;59626;1340000;18231,3;2,0;140;Дизель
0;0;1935800;26337,4;1,4;150;Бензин
0;0;2092900;28474,8;1,4;150;Бензин
5000;3100;2100000;28571,4;1,4;150;Бензин
40820;25308;2299000;31278,9;2,0;180;Бензин
42000;26040;1870000;25442,2;1,4;150;Бензин
8300;5146;1999000;27197,3;1,4;150;Бензин
0;0;1779300;24208,2;1,4;125;Бензин
0;0;2358900;32093,9;2,0;180;Бензин
0;0;1989900;27073,5;1,4;150;Бензин
100000;62000;1530000;20816,3;1,4;150;Бензин
0;0;2467900;33576,9;2,0;180;Бензин
0;0;1916064;26068,9;1,4;150;Бензин
0;0;2909200;39580,9;2,0;220;Бензин
0;0;1816300;24711,6;1,4;125;Бензин
0;0;2334800;31766,0;2,0;180;Бензин
0;0;2487600;33844,9;2,0;180;Бензин
0;0;1926300;26208,2;1,4;150;Бензин
0;0;2358900;32093,9;2,0;180;Бензин
0;0;1958900;26651,7;1,4;150;Бензин
0;0;1989900;27073,5;1,4;150;Бензин
0;0;1989900;27073,5;1,4;150;Бензин
90000;55800;1448000;19700,7;2,0;180;Бензин
0;0;2723800;37058,5;2,0;180;Бензин
0;0;1969900;26801,4;1,4;150;Бензин
29000;17980;1580000;21496,6;1,4;125;Бензин
54000;33480;1650000;22449,0;1,4;150;Бензин
180000;111600;1450000;19727,9;2,0;170;Бензин
127000;78740;650000;8843,5;1,4;150;Бензин
5000;3100;2500000;34013,6;2,0;150;Дизель
16100;9982;1770000;24081,6;1,4;150;Бензин
260000;161200;730000;9932,0;2,0;170;Бензин
51195;31741;2060000;28027,2;2,0;220;Бензин
0;0;1623900;22093,9;1,4;125;Бензин
85000;52700;1077000;14653,1;2,0;170;Бензин
68000;42160;1170000;15918,4;2,0;170;Бензин
0;0;2044900;27821,8;1,4;150;Бензин
131313;81414;1100000;14966,0;1,4;150;Бензин
82000;50840;1050000;14285,7;1,4;150;Бензин
12770;7917;1850000;25170,1;1,4;150;Бензин
31751;19686;2197000;29891,2;2,0;180;Бензин
0;0;2342500;31870,8;1,4;150;Бензин
0;0;2997100;40776,9;2,0;180;Бензин
57325;35542;1430000;19455,8;1,4;150;Бензин
0;0;1910300;25990,5;1,4;150;Бензин
0;0;2260600;30756,5;1,4;150;Бензин
84034;52101;2037000;27714,3;2,0;180;Бензин
0;0;1955139;26600,5;1,4;150;Бензин
23000;14260;1800000;24489,8;1,4;150;Бензин
0;0;1749900;23808,2;1,4;150;Бензин
95000;58900;1150000;15646,3;2,0;170;Бензин
0;0;3026800;41180,9;2,0;220;Бензин
189464;117468;940000;12789,1;2,0;140;Дизель
0;0;2682200;36492,5;2,0;180;Бензин
0;0;3000611;40824,6;2,0;220;Бензин
0;0;2108900;28692,5;1,4;150;Бензин
0;0;2690200;36601,4;2,0;180;Бензин
169000;104780;610000;8299,3;1,4;150;Бензин
0;0;2094900;28502,0;1,4;150;Бензин
0;0;1759900;23944,2;1,4;150;Бензин
0;0;1768900;24066,7;1,4;150;Бензин
4800;2976;2149999;29251,7;1,4;150;Бензин
0;0;1958100;26640,8;1,4;150;Бензин
10056;6235;1915000;26054,4;1,4;150;Бензин
90000;55800;620000;8435,4;1,4;150;Бензин
0;0;3075900;41849,0;2,0;220;Бензин
0;0;1992900;27114,3;1,4;150;Бензин
0;0;2158900;29372,8;1,4;150;Бензин
0;0;2779200;37812,2;2,0;180;Бензин
95000;58900;900000;12244,9;1,4;150;Бензин
0;0;2517900;34257,1;2,0;180;Бензин
84000;52080;490000;6666,7;1,4;150;Бензин
0;0;1768900;24066,7;1,4;150;Бензин
0;0;2044900;27821,8;1,4;150;Бензин
131503;81532;1219000;16585,0;2,0;170;Бензин
140627;87189;1059000;14408,2;2,0;170;Бензин
0;0;1796900;24447,6;1,4;125;Бензин
0;0;2044900;27821,8;1,4;150;Бензин
30000;18600;2400000;32653,1;2,0;180;Бензин
0;0;1708900;23250,3;1,4;150;Бензин
0;0;1788100;24327,9;1,4;150;Бензин
36100;22382;2180000;29659,9;2,0;180;Бензин
0;0;1768900;24066,7;1,4;150;Бензин
0;0;2685400;36536,1;2,0;180;Бензин
90000;55800;1500000;20408,2;1,4;150;Бензин
134650;83483;500000;6802,7;1,4;150;Бензин
0;0;1749900;23808,2;1,4;150;Бензин
190000;117800;685000;9319,7;1,4;150;Бензин
0;0;2025900;27563,3;1,4;150;Бензин
28944;17945;1929000;26244,9;1,4;150;Бензин
0;0;2707700;36839,5;2,0;180;Бензин
0;0;1768900;24066,7;1,4;150;Бензин
69311;42973;1849000;25156,5;2,0;150;Дизель
98580;61120;739000;10054,4;1,4;122;Бензин
0;0;1768900;24066,7;1,4;150;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
10;6;1899000;25836,7;1,4;150;Бензин
0;0;1778900;24202,7;1,4;150;Бензин
0;0;2044900;27821,8;1,4;150;Бензин
205550;127441;1030000;14013,6;2,0;200;Бензин
0;0;2264800;30813,6;2,0;180;Бензин
0;0;2240107;30477,7;1,4;150;Бензин
90000;55800;790000;10748,3;1,4;150;Бензин
13239;8208;2080000;28299,3;1,4;150;Бензин
0;0;1968900;26787,8;1,4;150;Бензин
0;0;2899900;39454,4;2,0;180;Бензин
42000;26040;2500000;34013,6;2,0;220;Бензин
0;0;2240107;30477,7;1,4;150;Бензин
56000;34720;1785000;24285,7;1,4;150;Бензин
156700;97154;1010000;13741,5;1,4;150;Бензин
0;0;2214900;30134,7;1,4;150;Бензин
108500;67270;1000000;13605,4;2,0;170;Бензин
74156;45977;1975000;26870,8;2,0;180;Бензин
97000;60140;825000;11224,5;1,4;122;Бензин
62505;38753;1874000;25496,6;1,4;150;Бензин
0;0;1808900;24610,9;1,4;150;Бензин
190000;117800;900000;12244,9;2,0;170;Бензин
141000;87420;900000;12244,9;2,0;200;Бензин
159000;98580;850000;11564,6;2,0;140;Дизель
47558;29486;2480000;33741,5;2,0;150;Дизель
35635;22094;1852235;25200,5;1,4;150;Бензин
0;0;2544637;34620,9;2,0;180;Бензин
145718;90345;1300000;17687,1;2,0;170;Бензин
394000;244280;780000;10612,2;2,0;140;Дизель
191028;118437;1150000;15646,3;2,0;170;Бензин
41950;26009;2625000;35714,3;2,0;150;Дизель
74500;46190;1120000;15238,1;1,4;150;Бензин
48000;29760;2050000;27891,2;1,4;150;Бензин
0;0;1722900;23440,8;1,4;150;Бензин
92734;57495;999000;13591,8;1,4;150;Бензин
149000;92380;1020000;13877,5;2,0;170;Бензин
0;0;2330800;31711,6;2,0;180;Бензин
17626;10928;1765000;24013,6;1,4;150;Бензин
68170;42265;2039000;27741,5;2,0;150;Дизель
0;0;2115300;28779,6;1,4;150;Бензин
173000;107260;750000;10204,1;1,4;122;Бензин
0;0;2311800;31453,1;2,0;180;Бензин
42000;26040;1750000;23809,5;1,4;150;Бензин
98000;60760;845000;11496,6;1,4;150;Бензин
0;0;2380800;32391,8;2,0;180;Бензин
87000;53940;1950000;26530,6;2,0;150;Дизель
112000;69440;2057000;27986,4;2,0;150;Дизель
0;0;1728901;23522,5;1,4;150;Бензин
0;0;2380800;32391,8;2,0;180;Бензин
0;0;2330800;31711,6;2,0;180;Бензин
0;0;2155800;29330,6;1,4;150;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
0;0;1612900;21944,2;1,4;125;Бензин
0;0;1722900;23440,8;1,4;150;Бензин
162000;100440;1457000;19823,1;1,4;125;Бензин
18000;11160;1990000;27074,8;1,4;150;Бензин
0;0;2071136;28178,7;1,4;150;Бензин
0;0;2108900;28692,5;1,4;150;Бензин
76588;47485;1149000;15632,6;2,0;170;Бензин
0;0;2193400;29842,2;1,4;150;Бензин
242223;150178;669000;9102,0;2,0;170;Бензин
77432;48008;1580000;21496,6;1,4;150;Бензин
153000;94860;990000;13469,4;2,0;200;Бензин
220000;136400;750000;10204,1;2,0;140;Дизель
146000;90520;750000;10204,1;1,4;150;Бензин
170000;105400;920000;12517,0;2,0;170;Бензин
67000;41540;1735000;23605,4;1,4;150;Бензин
7736;4796;1999000;27197,3;1,4;150;Бензин
170000;105400;735000;10000,0;1,4;122;Бензин
48000;29760;825000;11224,5;1,4;150;Бензин
139700;86614;722000;9823,1;2,0;170;Бензин
0;0;1938900;26379,6;1,4;150;Бензин
139000;86180;600000;8163,3;1,4;150;Бензин
71000;44020;1990000;27074,8;2,0;150;Дизель
74750;46345;1396700;19002,7;2,0;170;Бензин
148000;91760;765000;10408,2;2,0;140;Дизель
131928;81795;1129000;15360,5;2,0;170;Бензин
92000;57040;920000;12517,0;1,4;122;Бензин
33000;20460;2250000;30612,2;2,0;180;Бензин
68000;42160;1200000;16326,5;1,4;122;Бензин
130255;80758;1089000;14816,3;2,0;140;Дизель
38100;23622;2180000;29659,9;2,0;150;Дизель
27574;17096;2500000;34013,6;2,0;150;Дизель
39358;24402;2849000;38761,9;2,0;220;Бензин
108630;67351;839000;11415,0;1,4;150;Бензин
178000;110360;710000;9659,9;2,0;170;Бензин
0;0;1953407;26577,0;1,4;150;Бензин
13387;8300;2450000;33333,3;2,0;180;Бензин
0;0;2661300;36208,2;2,0;180;Бензин
0;0;2252400;30644,9;1,4;150;Бензин
0;0;2718500;36986,4;2,0;180;Бензин
267000;165540;750000;10204,1;2,0;140;Дизель
0;0;1822900;24801,4;1,4;150;Бензин
90000;55800;1400000;19047,6;1,4;125;Бензин
131088;81275;784000;10666,7;1,4;122;Бензин
109300;67766;1070000;14557,8;2,0;170;Бензин
150000;93000;735000;10000,0;1,4;122;Бензин
142637;88435;1345000;18299,3;2,0;140;Дизель
44449;27558;1749000;23795,9;1,4;150;Бензин
51200;31744;980000;13333,3;1,4;122;Бензин
199602;123753;715000;9727,9;1,4;122;Бензин
176000;109120;660000;8979,6;1,4;122;Бензин
72531;44969;735000;10000,0;1,4;150;Бензин
63818;39567;1995000;27142,9;2,0;180;Бензин
49000;30380;1650000;22449,0;1,4;150;Бензин
168000;104160;1090000;14829,9;2,0;170;Бензин
65000;40300;1620000;22040,8;1,4;150;Бензин
80000;49600;2600000;35374,2;2,0;220;Бензин
54304;33668;1315000;17891,2;1,4;150;Бензин
80000;49600;1490000;20272,1;1,4;150;Бензин
33000;20460;1710000;23265,3;1,4;150;Бензин
55510;34416;1665000;22653,1;1,4;150;Бензин
0;0;1768900;24066,7;1,4;125;Бензин
100000;62000;1299000;17673,5;2,0;180;Бензин
165000;102300;779000;10598,6;2,0;170;Бензин
43958;27254;1770000;24081,6;1,4;150;Бензин
0;0;2110000;28707,5;2,0;180;Бензин
44000;27280;2000000;27210,9;2,0;150;Дизель
0;0;2058900;28012,2;1,4;150;Бензин
140000;86800;890000;12108,8;1,4;150;Бензин
170000;105400;810000;11020,4;2,0;170;Бензин
61000;37820;1100000;14966,0;2,0;170;Бензин
143000;88660;925000;12585,0;2,0;170;Бензин
30000;18600;1600000;21768,7;1,4;125;Бензин
30000;18600;1535000;20884,3;1,4;125;Бензин
66000;40920;1949000;26517,0;2,0;150;Дизель
199022;123394;1095000;14898,0;2,0;170;Бензин
293924;182233;860000;11700,7;2,0;140;Дизель
60790;37690;930000;12653,1;1,4;122;Бензин
234643;145479;892000;12136,0;2,0;140;Дизель
132000;81840;847000;11523,8;2,0;170;Бензин
93950;58249;947000;12884,4;1,4;150;Бензин
192000;119040;590000;8027,2;1,4;150;Бензин
83255;51618;1420000;19319,7;2,0;180;Бензин
53000;32860;1325000;18027,2;2,0;170;Бензин
95000;58900;1955000;26598,6;2,0;150;Дизель
0;0;3025500;41163,3;2,0;220;Бензин
0;0;1849650;25165,3;1,4;150;Бензин
5;3;1799000;24476,2;1,4;125;Бензин
126000;78120;1150000;15646,3;1,4;122;Бензин
102000;63240;1580000;21496,6;1,4;150;Бензин
154834;95997;735000;10000,0;2,0;170;Бензин
78000;48360;1350000;18367,3;1,4;150;Бензин
102000;63240;847000;11523,8;1,4;150;Бензин
74000;45880;1549000;21074,8;2,0;180;Бензин
0;0;2409800;32786,4;1,4;150;Бензин
200000;124000;1150000;15646,3;2,0;170;Бензин
38000;23560;2130000;28979,6;2,0;150;Дизель
0;0;2412937;32829,1;2,0;180;Бензин
85000;52700;1550000;21088,4;1,4;150;Бензин
85000;52700;659000;8966,0;1,4;150;Бензин
73891;45812;1405000;19115,7;1,4;125;Бензин
187978;116546;729000;9918,4;2,0;140;Дизель
13000;8060;2051000;27904,8;1,4;150;Бензин
0;0;2362300;32140,1;2,0;180;Бензин
146600;90892;1049000;14272,1;2,0;140;Дизель
126000;78120;1399000;19034,0;1,4;125;Бензин
0;0;2218900;30189,1;2,0;180;Бензин
130000;80600;879000;11959,2;1,4;150;Бензин
0;0;2199900;29930,6;2,0;180;Бензин
148000;91760;885000;12040,8;1,4;150;Бензин
28625;17748;1896700;25805,4;1,4;150;Бензин
129000;79980;820000;11156,5;2,0;170;Бензин
51734;32075;2247000;30571,4;2,0;220;Бензин
0;0;2475600;33681,6;1,4;150;Бензин
154184;95594;685000;9319,7;1,4;122;Бензин
51771;32098;2250000;30612,2;2,0;150;Дизель
134000;83080;920000;12517,0;2,0;170;Бензин
93906;58222;947000;12884,4;1,4;150;Бензин
140000;86800;810000;11020,4;2,0;170;Бензин
124626;77268;844000;11483,0;1,4;122;Бензин
43000;26660;1900000;25850,3;1,4;150;Бензин
148000;91760;1000000;13605,4;2,0;170;Бензин
58000;35960;2050000;27891,2;2,0;180;Бензин
95000;58900;1950000;26530,6;1,4;150;Бензин
36700;22754;1670000;22721,1;1,4;150;Бензин
167000;103540;950000;12925,2;2,0;170;Бензин
177000;109740;950000;12925,2;2,0;200;Бензин
53000;32860;1950000;26530,6;2,0;180;Бензин
40000;24800;1750000;23809,5;1,4;150;Бензин
0;0;2214900;30134,7;1,4;150;Бензин
125000;77500;825000;11224,5;1,4;150;Бензин
0;0;1838900;25019,0;1,4;150;Бензин
207560;128687;849000;11551,0;2,0;140;Дизель
0;0;2859200;38900,7;2,0;180;Бензин
0;0;1618900;22025,8;1,4;150;Бензин
0;0;2740000;37278,9;1,4;150;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
0;0;1698100;23103,4;1,4;150;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
205481;127398;799000;10870,8;2,0;170;Бензин
0;0;2720000;37006,8;2,0;180;Бензин
46500;28830;2550000;34693,9;2,0;180;Бензин
0;0;2879200;39172,8;2,0;180;Бензин
0;0;1618900;22025,8;1,4;150;Бензин
0;0;2078900;28284,3;2,0;180;Бензин
0;0;2059900;28025,8;2,0;180;Бензин
0;0;2128900;28964,6;2,0;180;Бензин
0;0;1922900;26161,9;1,4;150;Бензин
0;0;1618900;22025,8;1,4;150;Бензин
0;0;1618900;22025,8;1,4;150;Бензин
0;0;2720000;37006,8;2,0;180;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
0;0;1798900;24474,8;1,4;150;Бензин
0;0;1848900;25155,1;1,4;150;Бензин
0;0;2599400;35366,0;2,0;180;Бензин
0;0;1793900;24406,8;1,4;125;Бензин
0;0;1933400;26304,8;1,4;150;Бензин
0;0;2740000;37278,9;1,4;150;Бензин
0;0;1698100;23103,4;1,4;150;Бензин
0;0;1968100;26776,9;1,4;150;Бензин
0;0;2128900;28964,6;2,0;180;Бензин
0;0;1922900;26161,9;1,4;150;Бензин
0;0;1698100;23103,4;1,4;150;Бензин
150000;93000;1775000;24149,7;2,0;180;Бензин
0;0;2154800;29317,0;2,0;180;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
0;0;1812900;24665,3;1,4;125;Бензин
175000;108500;755000;10272,1;2,0;170;Бензин
185358;114922;630000;8571,4;1,4;150;Бензин
16791;10410;2177000;29619,0;2,0;180;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
32000;19840;2400000;32653,1;2,0;220;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
0;0;2417900;32896,6;2,0;180;Бензин
0;0;1618900;22025,8;1,4;150;Бензин
0;0;2154800;29317,0;2,0;180;Бензин
78000;48360;830000;11292,5;1,4;150;Бензин
0;0;1698100;23103,4;1,4;150;Бензин
0;0;1678900;22842,2;1,4;150;Бензин
0;0;1779900;24216,3;1,4;150;Бензин
57000;35340;1515000;20612,2;2,0;180;Бензин
0;0;2154800;29317,0;2,0;180;Бензин
0;0;1812900;24665,3;1,4;125;Бензин
0;0;1698100;23103,4;1,4;150;Бензин
52663;32651;1859000;25292,5;1,4;150;Бензин
0;0;1848900;25155,1;1,4;150;Бензин
0;0;1659900;22583,7;1,4;150;Бензин
0;0;1618900;22025,8;1,4;150;Бензин
0;0;2333977;31754,8;2,0;180;Бензин
0;0;1812900;24665,3;1,4;125;Бензин
126000;78120;520000;7074,8;1,4;150;Бензин
144630;89671;749990;10204,0;2,0;170;Бензин
210000;130200;850000;11564,6;2,0;170;Бензин
34355;21300;1837000;24993,2;1,4;150;Бензин
65000;40300;1950000;26530,6;2,0;180;Бензин
180000;111600;980000;13333,3;2,0;170;Бензин
0;0;2142300;29146,9;1,4;150;Бензин
167835;104058;718000;9768,7;2,0;170;Бензин
146700;90954;660000;8979,6;1,4;150;Бензин
98106;60826;1020000;13877,5;1,4;122;Бензин
102700;63674;620000;8435,4;1,4;150;Бензин
80000;49600;2149000;29238,1;2,0;180;Бензин
0;0;1798900;24474,8;1,4;150;Бензин
140000;86800;2400000;32653,1;2,0;220;Бензин
160000;99200;1200000;16326,5;2,0;210;Бензин
120000;74400;970000;13197,3;2,0;170;Бензин
39811;24683;1909000;25972,8;1,4;150;Бензин
112800;69936;1150000;15646,3;2,0;170;Бензин
42737;26497;1986000;27020,4;2,0;150;Дизель
105604;65474;919000;12503,4;1,4;150;Бензин
189000;117180;799999;10884,3;2,0;140;Дизель
82950;51429;960000;13061,2;1,4;150;Бензин
0;0;2217900;30175,5;1,4;150;Бензин
9999;6199;2299000;31278,9;2,0;150;Дизель
125000;77500;1235000;16802,7;2,0;140;Дизель
109000;67580;1900000;25850,3;2,0;180;Бензин
120000;74400;890000;12108,8;2,0;170;Бензин
0;0;2755050;37483,7;2,0;180;Бензин
202000;125240;885000;12040,8;2,0;140;Дизель
118938;73742;1942700;26431,3;2,0;180;Бензин
93668;58074;2080000;28299,3;2,0;150;Дизель
0;0;2774283;37745,3;2,0;180;Бензин
0;0;2161100;29402,7;2,0;180;Бензин
0;0;2142100;29144,2;2,0;180;Бензин
110000;68200;890000;12108,8;1,4;150;Бензин
0;0;2583902;35155,1;2,0;180;Бензин
115000;71300;800000;10884,4;2,0;170;Бензин
0;0;2566600;34919,7;2,0;180;Бензин
8000;4960;2130000;28979,6;1,4;150;Бензин
0;0;1822900;24801,4;1,4;150;Бензин
0;0;1950524;26537,7;1,4;150;Бензин
97000;60140;2000000;27210,9;2,0;150;Дизель
130000;80600;999990;13605,3;2,0;170;Бензин
0;0;2142100;29144,2;2,0;180;Бензин
102000;63240;1150000;15646,3;2,0;170;Бензин
60000;37200;1620000;22040,8;2,0;170;Бензин
72000;44640;1780000;24217,7;1,4;150;Бензин
147000;91140;749000;10190,5;1,4;122;Бензин
152000;94240;1759000;23932,0;2,0;150;Дизель
183250;113615;599000;8149,7;1,4;150;Бензин
105830;65615;1470000;20000,0;2,0;140;Дизель
130000;80600;900000;12244,9;2,0;170;Бензин
93000;57660;1670000;22721,1;1,4;150;Бензин
5000;3100;2637000;35877,6;1,4;150;Бензин
180000;111600;1100000;14966,0;2,0;170;Бензин
14228;8821;2420000;32925,2;2,0;180;Бензин
165792;102791;849000;11551,0;2,0;170;Бензин
0;0;2433702;33111,6;2,0;180;Бензин
78200;48484;1175000;15986,4;2,0;170;Бензин
81039;50244;949000;12911,6;1,4;150;Бензин
39000;24180;1690000;22993,2;1,4;125;Бензин
110000;68200;1850000;25170,1;2,0;150;Дизель
0;0;1889900;25712,9;1,4;150;Бензин
204250;126635;769990;10476,0;2,0;170;Бензин
8350;5177;2155000;29319,7;2,0;180;Бензин
34857;21611;2020000;27483,0;2,0;180;Бензин
1;1;1958900;26651,7;1,4;150;Бензин
0;0;1955139;26600,5;1,4;150;Бензин
0;0;2882250;39214,3;2,0;180;Бензин
